62.306417,84.838333,80.720111,1.000000
61.830778,84.198917,80.538556,1.000000
63.651028,84.685000,81.478917,1.000000
63.942806,84.923333,81.467806,1.000000
62.580944,85.572333,82.143694,1.000000
61.646944,84.905278,81.309722,1.000000
64.327306,85.585472,82.109917,1.000000
62.288278,85.624139,81.974639,1.000000
63.700806,85.051083,81.488667,1.000000
61.806111,85.189083,81.423167,1.000000
63.000944,85.865667,82.291944,1.000000
64.144306,85.513917,82.104306,1.000000
62.239778,85.608278,81.724722,1.000000
63.861750,85.545694,82.269917,1.000000
62.128000,85.628139,81.984028,1.000000
62.199028,85.391250,81.762583,1.000000
64.456917,86.104639,83.047889,1.000000
62.677861,86.177639,83.177083,1.000000
63.118833,85.368278,82.163528,1.000000
62.328083,84.352889,81.215750,1.000000
50.259333,63.988611,65.078250,2.000000
49.441083,63.503889,64.713667,2.000000
49.366306,63.308611,64.614639,2.000000
48.149778,63.422722,64.533722,2.000000
49.349972,63.076472,64.310861,2.000000
49.429639,63.180528,64.524889,2.000000
48.571889,63.807722,65.008278,2.000000
49.930111,63.490861,64.994139,2.000000
50.088861,65.255750,67.441833,2.000000
54.030861,67.935528,71.809278,2.000000
52.125361,65.089667,68.002556,2.000000
49.735917,64.439806,66.211722,2.000000
50.355250,63.418806,65.153361,2.000000
48.376250,62.836056,64.183806,2.000000
49.605806,62.596444,64.177667,2.000000
49.809278,62.590778,63.963722,2.000000
48.815972,62.847194,63.941500,2.000000
50.272028,62.845861,64.216444,2.000000
49.070278,63.359167,64.688139,2.000000
50.758278,63.389861,65.280139,2.000000
71.313167,80.171306,93.407556,3.000000
71.865333,80.861167,94.147528,3.000000
71.394389,80.401889,93.367944,3.000000
70.029472,81.133833,93.810833,3.000000
71.607167,80.891528,93.601889,3.000000
71.825444,81.328056,94.164972,3.000000
70.604389,81.688944,94.256917,3.000000
72.186889,82.264917,94.724278,3.000000
70.657028,82.112778,94.441278,3.000000
72.581333,82.499722,95.269806,3.000000
71.886000,81.788944,94.189611,3.000000
70.745917,82.461917,94.996000,3.000000
71.891222,82.016806,94.777806,3.000000
69.888639,82.733417,95.244611,3.000000
71.470000,82.938417,95.658444,3.000000
71.241694,82.748028,95.453639,3.000000
69.972417,83.064194,95.346278,3.000000
71.565000,82.919028,96.011833,3.000000
69.829167,83.130750,95.818222,3.000000
71.204306,83.201639,95.985278,3.000000
51.529889,73.012722,67.436361,4.000000
53.341750,74.326111,69.317333,4.000000
54.859694,75.990694,71.591833,4.000000
55.668000,75.376167,71.276833,4.000000
54.633750,76.193361,71.561111,4.000000
56.436583,76.147139,71.693556,4.000000
54.805778,75.844194,71.771528,4.000000
54.297444,76.034167,71.458889,4.000000
56.910194,76.907500,72.662306,4.000000
55.694111,77.742417,73.551972,4.000000
58.593750,78.828389,74.714806,4.000000
50.939444,72.821278,67.121972,4.000000
55.801444,78.580500,74.654750,4.000000
51.635250,73.143500,67.133222,4.000000
53.679722,73.259472,67.251972,4.000000
54.532361,74.317306,68.652972,4.000000
53.207306,75.001028,69.508028,4.000000
54.467972,74.593639,69.084861,4.000000
53.752306,75.033306,69.275556,4.000000
55.035972,74.508250,69.341472,4.000000
29.420778,37.680806,39.408639,5.000000
30.465750,40.802167,42.514111,5.000000
31.677667,40.743778,42.525306,5.000000
30.742333,40.038222,41.475972,5.000000
29.357694,39.653667,40.932778,5.000000
30.424250,39.612722,41.010278,5.000000
29.582028,39.905778,41.175944,5.000000
30.954250,40.318806,42.064000,5.000000
29.344111,39.836333,40.940083,5.000000
29.529972,40.024306,41.264917,5.000000
